,기간,지역,미세먼지
2013,2020,세종,40
2014,2020,경기,45
2015,2020,강원,34
2016,2020,충북,41
2017,2020,충남,42
2018,2020,전북,36
2019,2020,전남,29
2020,2020,경북,36
2021,2020,경남,30
2022,2020,제주,28
2023,2020,서울,42
2024,2020,대구,38
2025,2020,인천,39
2026,2020,광주,33
2027,2020,대전,38
2028,2020,울산,30
2029,2020,세종,44
2030,2020,경기,46
2031,2020,강원,36
2032,2020,충북,44
2033,2020,충남,42
2034,2020,전북,36
2035,2020,전남,28
2036,2020,경북,36
2037,2020,경남,30
2038,2020,제주,24
2039,2021,서울,38
2040,2021,대구,40
2041,2021,인천,37
2042,2021,광주,37
2043,2021,대전,39
2044,2021,울산,34
2045,2021,세종,45
2046,2021,경기,42
2047,2021,강원,35
2048,2021,충북,43
2049,2021,충남,45
2050,2021,전북,40
2051,2021,전남,34
2052,2021,경북,38
2053,2021,경남,33
2054,2021,제주,31
2055,2021,서울,48
2056,2021,대구,41
2057,2021,인천,46
2058,2021,광주,40
2059,2021,대전,42
2060,2021,울산,35
2061,2021,세종,47
2062,2021,경기,52
2063,2021,강원,39
2064,2021,충북,46
2065,2021,충남,52
2066,2021,전북,42
2067,2021,전남,35
2068,2021,경북,40
2069,2021,경남,33
2070,2021,제주,34
2071,2021,서울,67
2072,2021,대구,59
2073,2021,인천,69
2074,2021,광주,65
2075,2021,대전,63
2076,2021,울산,55
2077,2021,세종,67
2078,2021,경기,72
2079,2021,강원,51
2080,2021,충북,62
2081,2021,충남,79
2082,2021,전북,75
2083,2021,전남,64
2084,2021,경북,56
2085,2021,경남,53
2086,2021,제주,72
2087,2021,서울,42
2088,2021,대구,42
2089,2021,인천,42
2090,2021,광주,39
2091,2021,대전,41
2092,2021,울산,37
2093,2021,세종,42
2094,2021,경기,46
2095,2021,강원,38
2096,2021,충북,41
2097,2021,충남,46
2098,2021,전북,43
2099,2021,전남,34
2100,2021,경북,42
2101,2021,경남,34
2102,2021,제주,36
2103,2021,서울,61
2104,2021,대구,41
2105,2021,인천,59
2106,2021,광주,50
2107,2021,대전,56
2108,2021,울산,35
2109,2021,세종,61
2110,2021,경기,64
2111,2021,강원,47
2112,2021,충북,53
2113,2021,충남,63
2114,2021,전북,56
2115,2021,전남,46
2116,2021,경북,43
2117,2021,경남,36
2118,2021,제주,42
2119,2021,서울,33
2120,2021,대구,35
2121,2021,인천,36
2122,2021,광주,29
2123,2021,대전,31
2124,2021,울산,28
2125,2021,세종,31
2126,2021,경기,37
2127,2021,강원,24
2128,2021,충북,32
2129,2021,충남,34
2130,2021,전북,36
2131,2021,전남,27
2132,2021,경북,31
2133,2021,경남,27
2134,2021,제주,25
2135,2021,서울,24
2136,2021,대구,19
2137,2021,인천,29
2138,2021,광주,16
2139,2021,대전,16
2140,2021,울산,17
2141,2021,세종,20
2142,2021,경기,26
2143,2021,강원,18
2144,2021,충북,19
2145,2021,충남,23
2146,2021,전북,20
2147,2021,전남,19
2148,2021,경북,21
2149,2021,경남,20
2150,2021,제주,19
2151,2021,서울,22
2152,2021,대구,21
2153,2021,인천,22
2154,2021,광주,17
2155,2021,대전,18
2156,2021,울산,20
2157,2021,세종,21
2158,2021,경기,25
2159,2021,강원,19
2160,2021,충북,21
2161,2021,충남,23
2162,2021,전북,20
2163,2021,전남,20
2164,2021,경북,23
2165,2021,경남,20
2166,2021,제주,17
2167,2021,서울,15
2168,2021,대구,18
2169,2021,인천,16
2170,2021,광주,15
2171,2021,대전,15
2172,2021,울산,16
2173,2021,세종,16
2174,2021,경기,17
2175,2021,강원,13
2176,2021,충북,16
2177,2021,충남,18
2178,2021,전북,18
2179,2021,전남,17
2180,2021,경북,18
2181,2021,경남,17
2182,2021,제주,20
2183,2021,서울,27
2184,2021,대구,26
2185,2021,인천,28
2186,2021,광주,25
2187,2021,대전,27
2188,2021,울산,22
2189,2021,세종,29
2190,2021,경기,31
2191,2021,강원,19
2192,2021,충북,30
2193,2021,충남,32
2194,2021,전북,31
2195,2021,전남,24
2196,2021,경북,25
2197,2021,경남,23
2198,2021,제주,24
